Rank,Host,Port,TLS,Transport,Latency Avg,Speed Mbps,Status,Error
1511,104.21.62.144,443,none,xhttp,2.7413368225097656,0.0,FAILED,Latency test failed
1512,45.130.125.194,8443,tls,xhttp,2.7418136596679688,0.0,FAILED,Latency test failed
1513,185.146.173.24,8880,none,tcp,2.7418136596679688,0.0,FAILED,Latency test failed
1514,188.114.97.6,443,tls,ws,2.7420520782470703,0.0,FAILED,Latency test failed
1515,45.130.125.158,443,tls,xhttp,2.7430057525634766,0.0,FAILED,Latency test failed
1516,185.146.173.37,2095,none,tcp,2.7434825897216797,0.0,FAILED,Latency test failed
1517,45.130.125.194,8443,tls,xhttp,2.743959426879883,0.0,FAILED,Latency test failed
1518,104.17.163.123,8443,tls,xhttp,2.7446746826171875,0.0,FAILED,Latency test failed
1519,188.114.97.6,443,tls,ws,2.7456283569335938,0.0,FAILED,Latency test failed
1520,45.130.125.193,8443,tls,xhttp,2.7472972869873047,0.0,FAILED,Latency test failed
1521,104.21.18.41,443,tls,ws,2.7475357055664062,0.0,FAILED,Latency test failed
1522,190.93.247.155,8880,none,tcp,2.7475357055664062,0.0,FAILED,Latency test failed
1523,45.130.125.194,8443,tls,xhttp,2.747774124145508,0.0,FAILED,Latency test failed
1524,104.16.7.70,2096,tls,ws,2.7480125427246094,0.0,FAILED,Latency test failed
1525,104.17.72.206,443,tls,xhttp,2.748727798461914,0.0,FAILED,Latency test failed
1526,45.130.125.194,8443,tls,xhttp,2.7523040771484375,0.0,FAILED,Latency test failed
1527,45.130.125.192,8443,tls,xhttp,2.75421142578125,0.0,FAILED,Latency test failed
1528,45.131.4.5,2052,none,httpupgrade,2.7544498443603516,0.0,FAILED,Latency test failed
1529,104.17.72.206,443,tls,ws,2.754688262939453,0.0,FAILED,Latency test failed
1530,45.130.125.194,8443,tls,xhttp,2.7549266815185547,0.0,FAILED,Latency test failed
1531,172.67.180.92,443,tls,ws,2.7549266815185547,0.0,FAILED,Latency test failed
1532,198.41.208.83,443,tls,ws,2.7556419372558594,0.0,FAILED,Latency test failed
1533,45.130.125.194,8443,tls,xhttp,2.7561187744140625,0.0,FAILED,Latency test failed
1534,91.193.58.203,443,tls,ws,2.7561187744140625,0.0,FAILED,Latency test failed
1535,104.16.2.90,443,tls,ws,2.7561187744140625,0.0,FAILED,Latency test failed
1536,45.130.125.193,8443,tls,xhttp,2.7565956115722656,0.0,FAILED,Latency test failed
1537,188.114.97.6,443,tls,ws,2.7565956115722656,0.0,FAILED,Latency test failed
1538,104.19.149.10,2083,tls,ws,2.758026123046875,0.0,FAILED,Latency test failed
1539,172.64.145.158,80,none,ws,2.759695053100586,0.0,FAILED,Latency test failed
1540,188.114.97.6,443,tls,ws,2.7608871459960938,0.0,FAILED,Latency test failed
1541,104.17.119.248,8080,none,ws,2.7627944946289062,0.0,FAILED,Latency test failed
1542,188.114.97.6,443,tls,ws,2.763032913208008,0.0,FAILED,Latency test failed
1543,173.245.59.37,443,tls,ws,2.7637481689453125,0.0,FAILED,Latency test failed
1544,188.114.97.6,2096,tls,ws,2.7642250061035156,0.0,FAILED,Latency test failed
1545,162.159.153.79,2083,none,tcp,2.7642250061035156,0.0,FAILED,Latency test failed
1546,188.114.97.6,8443,tls,ws,2.7647018432617188,0.0,FAILED,Latency test failed
1547,45.130.125.194,8443,tls,xhttp,2.765655517578125,0.0,FAILED,Latency test failed
1548,104.20.6.134,2096,tls,ws,2.7663707733154297,0.0,FAILED,Latency test failed
1549,172.64.146.118,8443,tls,ws,2.7666091918945312,0.0,FAILED,Latency test failed
1550,45.130.125.194,8443,tls,xhttp,2.7670860290527344,0.0,FAILED,Latency test failed
1551,104.17.147.22,8443,tls,ws,2.767801284790039,0.0,FAILED,Latency test failed
1552,104.19.64.105,8443,tls,ws,2.767801284790039,0.0,FAILED,Latency test failed
1553,104.18.12.149,8880,none,httpupgrade,2.767801284790039,0.0,FAILED,Latency test failed
1554,104.19.150.10,2086,none,httpupgrade,2.7701854705810547,0.0,FAILED,Latency test failed
1555,104.19.229.21,443,tls,ws,2.7701854705810547,0.0,FAILED,Latency test failed
1556,172.67.74.10,443,tls,ws,2.770662307739258,0.0,FAILED,Latency test failed
1557,188.114.98.224,2095,none,tcp,2.771139144897461,0.0,FAILED,Latency test failed
1558,45.130.125.194,8443,tls,xhttp,2.773284912109375,0.0,FAILED,Latency test failed
1559,104.16.75.212,443,tls,ws,2.7751922607421875,0.0,FAILED,Latency test failed
1560,104.16.7.70,2096,tls,ws,2.777099609375,0.0,FAILED,Latency test failed
1561,45.130.125.192,8443,tls,xhttp,2.7773380279541016,0.0,FAILED,Latency test failed
1562,185.18.250.245,443,tls,ws,2.7785301208496094,0.0,FAILED,Latency test failed
1563,45.130.125.194,8443,tls,xhttp,2.778768539428711,0.0,FAILED,Latency test failed
1564,104.16.7.70,2096,tls,ws,2.7801990509033203,0.0,FAILED,Latency test failed
1565,188.114.97.6,443,tls,ws,2.780437469482422,0.0,FAILED,Latency test failed
1566,45.130.125.192,8443,none,tcp,2.7811527252197266,0.0,FAILED,Latency test failed
1567,188.114.97.6,443,tls,ws,2.781391143798828,0.0,FAILED,Latency test failed
1568,104.19.255.51,443,tls,ws,2.7840137481689453,0.0,FAILED,Latency test failed
1569,104.19.229.21,443,tls,ws,2.7849674224853516,0.0,FAILED,Latency test failed
1570,45.130.125.162,8443,tls,xhttp,2.7854442596435547,0.0,FAILED,Latency test failed
1571,104.18.32.47,443,tls,ws,2.7866363525390625,0.0,FAILED,Latency test failed
1572,188.114.97.6,2087,tls,ws,2.7875900268554688,0.0,FAILED,Latency test failed
1573,45.130.125.192,8443,tls,xhttp,2.7878284454345703,0.0,FAILED,Latency test failed
1574,45.130.125.162,8443,tls,xhttp,2.791166305541992,0.0,FAILED,Latency test failed
1575,104.20.6.134,2083,tls,ws,2.7952194213867188,0.0,FAILED,Latency test failed
1576,104.19.229.21,443,tls,ws,2.7952194213867188,0.0,FAILED,Latency test failed
1577,104.18.12.149,8880,none,httpupgrade,2.801656723022461,0.0,FAILED,Latency test failed
1578,45.130.125.158,443,tls,xhttp,2.803802490234375,0.0,FAILED,Latency test failed
1579,45.130.125.76,2096,tls,grpc,2.804994583129883,0.0,FAILED,Latency test failed
1580,104.17.171.241,2087,tls,ws,2.804994583129883,0.0,FAILED,Latency test failed
1581,162.159.61.158,80,none,ws,2.8061866760253906,0.0,FAILED,Latency test failed
1582,198.41.223.121,443,tls,ws,2.8104782104492188,0.0,FAILED,Latency test failed
1583,66.81.247.155,443,tls,ws,2.810955047607422,0.0,FAILED,Latency test failed
1584,45.130.125.194,8443,tls,xhttp,2.8116703033447266,0.0,FAILED,Latency test failed
1585,45.130.125.160,443,tls,ws,2.811908721923828,0.0,FAILED,Latency test failed
1586,69.84.182.20,443,tls,ws,2.8128623962402344,0.0,FAILED,Latency test failed
1587,45.130.125.160,2087,tls,xhttp,2.813577651977539,0.0,FAILED,Latency test failed
1588,45.130.125.158,443,tls,xhttp,2.8214454650878906,0.0,FAILED,Latency test failed
1589,104.20.7.182,8443,tls,ws,2.8219223022460938,0.0,FAILED,Latency test failed
1590,104.18.16.56,2083,tls,ws,2.8247833251953125,0.0,FAILED,Latency test failed
1591,172.64.147.255,80,none,ws,2.828836441040039,0.0,FAILED,Latency test failed
1592,104.19.140.106,443,tls,ws,2.8328895568847656,0.0,FAILED,Latency test failed
1593,216.24.57.73,8443,tls,ws,2.8336048126220703,0.0,FAILED,Latency test failed
1594,104.16.7.70,8443,tls,ws,2.834320068359375,0.0,FAILED,Latency test failed
1595,45.130.125.96,443,tls,ws,2.8352737426757812,0.0,FAILED,Latency test failed
1596,45.130.125.194,8443,tls,xhttp,2.836465835571289,0.0,FAILED,Latency test failed
1597,188.114.97.6,2096,tls,grpc,2.8400421142578125,0.0,FAILED,Latency test failed
1598,173.245.59.191,8443,tls,ws,2.8426647186279297,0.0,FAILED,Latency test failed
1599,45.130.125.194,8443,tls,xhttp,2.843141555786133,0.0,FAILED,Latency test failed
1600,45.130.125.194,8443,tls,xhttp,2.8438568115234375,0.0,FAILED,Latency test failed
1601,141.193.213.11,443,none,tcp,2.844095230102539,0.0,FAILED,Latency test failed
1602,104.19.173.68,8443,tls,ws,2.8471946716308594,0.0,FAILED,Latency test failed
1603,141.101.115.71,8443,tls,ws,2.847433090209961,0.0,FAILED,Latency test failed
1604,172.64.153.105,443,tls,ws,2.8476715087890625,0.0,FAILED,Latency test failed
1605,104.26.6.159,2053,tls,ws,2.8481483459472656,0.0,FAILED,Latency test failed
1606,45.130.125.194,8443,tls,xhttp,2.848386764526367,0.0,FAILED,Latency test failed
1607,104.16.75.207,2087,none,tcp,2.8486251831054688,0.0,FAILED,Latency test failed
1608,104.16.219.230,443,tls,ws,2.8505325317382812,0.0,FAILED,Latency test failed
1609,162.159.17.207,443,tls,ws,2.8533935546875,0.0,FAILED,Latency test failed
1610,104.18.4.138,2096,tls,ws,2.853870391845703,0.0,FAILED,Latency test failed
1611,45.130.125.192,8443,tls,xhttp,2.856016159057617,0.0,FAILED,Latency test failed
1612,104.18.13.149,2053,tls,ws,2.8586387634277344,0.0,FAILED,Latency test failed
1613,45.131.4.5,2052,none,httpupgrade,2.863645553588867,0.0,FAILED,Latency test failed
1614,188.114.97.6,80,none,xhttp,2.866029739379883,0.0,FAILED,Latency test failed
1615,104.21.32.1,443,tls,ws,2.8667449951171875,0.0,FAILED,Latency test failed
1616,188.114.97.6,443,tls,ws,2.8693675994873047,0.0,FAILED,Latency test failed
1617,188.114.97.3,80,none,ws,2.869844436645508,0.0,FAILED,Latency test failed
1618,188.114.97.6,443,tls,ws,2.8717517852783203,0.0,FAILED,Latency test failed
1619,216.24.57.1,443,tls,ws,2.8731822967529297,0.0,FAILED,Latency test failed
1620,188.114.97.6,443,tls,ws,2.8738975524902344,0.0,FAILED,Latency test failed
1621,198.41.216.128,2096,tls,ws,2.874135971069336,0.0,FAILED,Latency test failed
1622,104.17.89.154,2083,tls,xhttp,2.874612808227539,0.0,FAILED,Latency test failed
1623,188.114.99.99,2096,none,grpc,2.876758575439453,0.0,FAILED,Latency test failed
1624,45.130.125.162,8443,tls,xhttp,2.8793811798095703,0.0,FAILED,Latency test failed
1625,45.130.125.194,8443,tls,xhttp,2.8793811798095703,0.0,FAILED,Latency test failed
1626,172.65.127.148,25565,none,tcp,2.8793811798095703,0.0,FAILED,Latency test failed
1627,141.11.203.139,443,tls,tcp,2.8798580169677734,0.0,FAILED,Latency test failed
1628,104.20.6.134,2096,tls,ws,2.880096435546875,0.0,FAILED,Latency test failed
1629,89.116.46.210,443,tls,ws,2.880573272705078,0.0,FAILED,Latency test failed
1630,104.26.0.7,443,none,tcp,2.8824806213378906,0.0,FAILED,Latency test failed
1631,104.18.12.126,443,tls,grpc,2.885580062866211,0.0,FAILED,Latency test failed
1632,188.114.97.6,443,tls,ws,2.8884410858154297,0.0,FAILED,Latency test failed
1633,188.114.97.6,443,tls,ws,2.8913021087646484,0.0,FAILED,Latency test failed
1634,104.20.6.134,2096,tls,xhttp,2.89154052734375,0.0,FAILED,Latency test failed
1635,172.67.182.177,2087,tls,ws,2.893686294555664,0.0,FAILED,Latency test failed
1636,104.16.80.144,2083,tls,ws,2.8946399688720703,0.0,FAILED,Latency test failed
1637,188.114.97.6,443,tls,ws,2.894878387451172,0.0,FAILED,Latency test failed
1638,188.114.97.6,443,none,tcp,2.8984546661376953,0.0,FAILED,Latency test failed
1639,188.114.97.6,443,tls,ws,2.905130386352539,0.0,FAILED,Latency test failed
1640,45.130.125.2,2053,tls,xhttp,2.9075145721435547,0.0,FAILED,Latency test failed
1641,45.130.125.194,8443,tls,xhttp,2.9115676879882812,0.0,FAILED,Latency test failed
1642,188.114.97.6,443,tls,ws,2.911806106567383,0.0,FAILED,Latency test failed
1643,216.24.57.1,443,tls,ws,2.9125213623046875,0.0,FAILED,Latency test failed
1644,172.66.47.69,443,tls,ws,2.913951873779297,0.0,FAILED,Latency test failed
1645,104.27.66.214,8443,tls,ws,2.9146671295166016,0.0,FAILED,Latency test failed
1646,45.130.125.158,443,tls,xhttp,2.9146671295166016,0.0,FAILED,Latency test failed
1647,45.130.125.192,8443,tls,xhttp,2.9175281524658203,0.0,FAILED,Latency test failed
1648,45.130.125.160,443,tls,xhttp,2.9206275939941406,0.0,FAILED,Latency test failed
1649,104.18.5.46,8880,none,ws,2.920866012573242,0.0,FAILED,Latency test failed
1650,45.130.125.160,443,tls,ws,2.9277801513671875,0.0,FAILED,Latency test failed
1651,104.18.32.47,8443,none,tcp,2.930164337158203,0.0,FAILED,Latency test failed
1652,104.19.140.106,443,tls,ws,2.9306411743164062,0.0,FAILED,Latency test failed
1653,188.114.97.6,443,tls,ws,2.930879592895508,0.0,FAILED,Latency test failed
1654,104.24.38.200,8080,none,httpupgrade,2.931356430053711,0.0,FAILED,Latency test failed
1655,104.21.43.44,80,none,ws,2.931833267211914,0.0,FAILED,Latency test failed
1656,104.18.13.149,8443,tls,ws,2.9320716857910156,0.0,FAILED,Latency test failed
1657,104.16.7.70,2095,none,ws,2.933025360107422,0.0,FAILED,Latency test failed
1658,45.130.125.162,8443,tls,xhttp,2.933502197265625,0.0,FAILED,Latency test failed
1659,162.159.253.41,8443,tls,ws,2.9342174530029297,0.0,FAILED,Latency test failed
1660,45.130.125.162,443,tls,ws,2.935171127319336,0.0,FAILED,Latency test failed
1661,45.130.125.192,8443,tls,xhttp,2.936124801635742,0.0,FAILED,Latency test failed
1662,104.19.140.106,443,tls,ws,2.93731689453125,0.0,FAILED,Latency test failed
1663,104.18.32.47,443,tls,ws,2.9382705688476562,0.0,FAILED,Latency test failed
1664,45.130.125.194,8443,tls,xhttp,2.938508987426758,0.0,FAILED,Latency test failed
1665,104.18.13.229,2052,none,ws,2.9392242431640625,0.0,FAILED,Latency test failed
1666,172.64.152.33,2096,tls,ws,2.941131591796875,0.0,FAILED,Latency test failed
1667,45.130.125.162,8443,tls,xhttp,2.9430389404296875,0.0,FAILED,Latency test failed
1668,162.159.253.41,8443,tls,ws,2.9435157775878906,0.0,FAILED,Latency test failed
1669,104.16.11.133,80,none,httpupgrade,2.9439926147460938,0.0,FAILED,Latency test failed
1670,45.130.125.194,8443,tls,xhttp,2.9449462890625,0.0,FAILED,Latency test failed
1671,104.18.43.112,443,tls,xhttp,2.946615219116211,0.0,FAILED,Latency test failed
1672,104.24.168.54,443,tls,xhttp,2.9480457305908203,0.0,FAILED,Latency test failed
1673,104.17.106.130,443,tls,ws,2.949237823486328,0.0,FAILED,Latency test failed
1674,104.26.6.159,2086,none,httpupgrade,2.949237823486328,0.0,FAILED,Latency test failed
1675,188.114.98.224,8080,none,ws,2.950429916381836,0.0,FAILED,Latency test failed
1676,45.67.215.233,443,tls,ws,2.9516220092773438,0.0,FAILED,Latency test failed
1677,190.93.247.155,8080,none,tcp,2.952098846435547,0.0,FAILED,Latency test failed
1678,188.114.97.6,443,tls,xhttp,2.9535293579101562,0.0,FAILED,Latency test failed
1679,104.21.17.156,2096,tls,ws,2.954244613647461,0.0,FAILED,Latency test failed
1680,162.159.36.20,2053,tls,ws,2.9556751251220703,0.0,FAILED,Latency test failed
1681,45.130.125.162,8443,tls,xhttp,2.957582473754883,0.0,FAILED,Latency test failed
1682,45.130.125.158,443,tls,xhttp,2.958059310913086,0.0,FAILED,Latency test failed
1683,45.130.125.193,8443,tls,xhttp,2.9582977294921875,0.0,FAILED,Latency test failed
1684,167.68.5.43,8443,tls,xhttp,2.958536148071289,0.0,FAILED,Latency test failed
1685,199.232.196.193,80,none,xhttp,2.959012985229492,0.0,FAILED,Latency test failed
1686,45.85.119.191,2096,tls,ws,2.9592514038085938,0.0,FAILED,Latency test failed
1687,162.159.43.233,443,tls,ws,2.960681915283203,0.0,FAILED,Latency test failed
1688,45.130.125.192,8443,tls,xhttp,2.965211868286133,0.0,FAILED,Latency test failed
1689,45.130.125.193,8443,tls,xhttp,2.9675960540771484,0.0,FAILED,Latency test failed
1690,45.130.125.194,8443,tls,xhttp,2.968311309814453,0.0,FAILED,Latency test failed
1691,45.130.125.193,8443,tls,xhttp,2.9726028442382812,0.0,FAILED,Latency test failed
1692,69.84.182.20,443,tls,ws,2.972841262817383,0.0,FAILED,Latency test failed
1693,216.24.57.1,443,tls,ws,2.973794937133789,0.0,FAILED,Latency test failed
1694,104.18.155.229,2095,none,ws,2.9747486114501953,0.0,FAILED,Latency test failed
1695,45.131.4.5,2052,none,tcp,2.977609634399414,0.0,FAILED,Latency test failed
1696,104.18.32.47,80,none,ws,2.9783248901367188,0.0,FAILED,Latency test failed
1697,172.64.152.23,2052,none,xhttp,2.9783248901367188,0.0,FAILED,Latency test failed
1698,167.82.2.79,443,none,tcp,2.9823780059814453,0.0,FAILED,Latency test failed
1699,172.66.47.45,2083,tls,ws,2.9833316802978516,0.0,FAILED,Latency test failed
1700,147.185.161.229,80,none,tcp,2.9878616333007812,0.0,FAILED,Latency test failed
1701,162.159.27.74,443,tls,ws,2.991199493408203,0.0,FAILED,Latency test failed
1702,104.18.43.112,443,tls,xhttp,2.997159957885742,0.0,FAILED,Latency test failed
1703,45.130.125.158,443,tls,xhttp,2.9976367950439453,0.0,FAILED,Latency test failed
1704,162.159.233.191,443,tls,ws,3.000020980834961,0.0,FAILED,Latency test failed
1705,172.64.152.33,2096,tls,ws,3.000497817993164,0.0,FAILED,Latency test failed
1706,104.17.147.22,80,none,httpupgrade,3.0024051666259766,0.0,FAILED,Latency test failed
1707,188.114.97.6,2053,none,tcp,3.003358840942383,0.0,FAILED,Latency test failed
1708,188.114.98.0,443,tls,ws,3.0062198638916016,0.0,FAILED,Latency test failed
1709,104.21.55.47,2087,tls,ws,3.006458282470703,0.0,FAILED,Latency test failed
1710,27.50.48.49,443,tls,xhttp,3.007173538208008,0.0,FAILED,Latency test failed
1711,45.130.125.162,8443,tls,xhttp,3.008127212524414,0.0,FAILED,Latency test failed
1712,45.130.125.194,8443,tls,xhttp,3.0083656311035156,0.0,FAILED,Latency test failed
1713,104.18.16.56,443,tls,xhttp,3.009319305419922,0.0,FAILED,Latency test failed
1714,188.114.97.6,443,tls,ws,3.0105113983154297,0.0,FAILED,Latency test failed
1715,188.114.99.160,8443,tls,ws,3.011941909790039,0.0,FAILED,Latency test failed
1716,188.164.248.172,2053,tls,ws,3.0155181884765625,0.0,FAILED,Latency test failed
1717,45.130.125.194,8443,tls,xhttp,3.0167102813720703,0.0,FAILED,Latency test failed
1718,45.130.125.194,8443,tls,xhttp,3.0171871185302734,0.0,FAILED,Latency test failed
1719,45.130.125.158,443,tls,xhttp,3.0181407928466797,0.0,FAILED,Latency test failed
1720,188.114.97.6,443,tls,ws,3.022432327270508,0.0,FAILED,Latency test failed
1721,172.67.66.162,8443,tls,ws,3.0231475830078125,0.0,FAILED,Latency test failed
1722,104.19.19.58,2096,none,tcp,3.023386001586914,0.0,FAILED,Latency test failed
1723,162.159.61.158,80,none,ws,3.0241012573242188,0.0,FAILED,Latency test failed
1724,188.114.97.6,443,tls,ws,3.024578094482422,0.0,FAILED,Latency test failed
1725,104.16.7.70,443,tls,ws,3.0264854431152344,0.0,FAILED,Latency test failed
1726,45.130.125.194,8443,tls,xhttp,3.033161163330078,0.0,FAILED,Latency test failed
1727,89.116.46.68,443,tls,ws,3.034830093383789,0.0,FAILED,Latency test failed
1728,45.130.125.194,8443,tls,xhttp,3.036022186279297,0.0,FAILED,Latency test failed
1729,188.114.97.6,443,tls,xhttp,3.0362606048583984,0.0,FAILED,Latency test failed
1730,104.18.26.90,8443,tls,ws,3.0374526977539062,0.0,FAILED,Latency test failed
1731,172.67.78.254,2083,tls,ws,3.0388832092285156,0.0,FAILED,Latency test failed
1732,188.114.97.6,443,tls,ws,3.0417442321777344,0.0,FAILED,Latency test failed
1733,188.114.97.6,443,tls,ws,3.042936325073242,0.0,FAILED,Latency test failed
1734,104.18.218.118,443,none,tcp,3.042936325073242,0.0,FAILED,Latency test failed
1735,172.64.152.23,443,tls,ws,3.0434131622314453,0.0,FAILED,Latency test failed
1736,188.114.97.6,443,tls,xhttp,3.0438899993896484,0.0,FAILED,Latency test failed
1737,104.18.32.47,80,none,ws,3.050565719604492,0.0,FAILED,Latency test failed
1738,188.114.97.6,443,tls,ws,3.0515193939208984,0.0,FAILED,Latency test failed
1739,216.24.57.40,8880,none,ws,3.0536651611328125,0.0,FAILED,Latency test failed
1740,141.193.213.21,443,tls,xhttp,3.056764602661133,0.0,FAILED,Latency test failed
1741,104.18.13.149,8443,tls,ws,3.0574798583984375,0.0,FAILED,Latency test failed
1742,188.114.97.6,443,tls,ws,3.0584335327148438,0.0,FAILED,Latency test failed
1743,188.114.97.6,443,tls,ws,3.0651092529296875,0.0,FAILED,Latency test failed
1744,45.130.125.192,8443,tls,xhttp,3.0710697174072266,0.0,FAILED,Latency test failed
1745,185.146.173.58,8080,none,ws,3.0765533447265625,0.0,FAILED,Latency test failed
1746,173.245.59.191,8443,tls,ws,3.080129623413086,0.0,FAILED,Latency test failed
1747,172.66.44.54,443,tls,ws,3.082275390625,0.0,FAILED,Latency test failed
1748,77.75.199.30,8880,none,ws,3.0832290649414062,0.0,FAILED,Latency test failed
1749,129.6.29.255,443,tls,ws,3.0868053436279297,0.0,FAILED,Latency test failed
1750,45.130.125.194,8443,tls,xhttp,3.0870437622070312,0.0,FAILED,Latency test failed
1751,202.37.33.80,443,tls,ws,3.091096878051758,0.0,FAILED,Latency test failed
1752,45.130.125.194,8443,tls,xhttp,3.093242645263672,0.0,FAILED,Latency test failed
1753,104.18.152.233,443,none,tcp,3.0956268310546875,0.0,FAILED,Latency test failed
1754,45.130.125.158,443,tls,xhttp,3.104686737060547,0.0,FAILED,Latency test failed
1755,63.141.128.219,443,tls,tcp,3.1082630157470703,0.0,FAILED,Latency test failed
1756,45.130.125.162,8443,tls,xhttp,3.110647201538086,0.0,FAILED,Latency test failed
1757,69.84.182.152,443,tls,ws,3.110647201538086,0.0,FAILED,Latency test failed
1758,185.16.110.238,2096,tls,ws,3.117084503173828,0.0,FAILED,Latency test failed
1759,45.130.125.192,8443,tls,xhttp,3.117799758911133,0.0,FAILED,Latency test failed
1760,208.103.161.170,443,tls,ws,3.1194686889648438,0.0,FAILED,Latency test failed
1761,31.185.108.191,2096,tls,ws,3.119945526123047,0.0,FAILED,Latency test failed
1762,172.67.139.85,80,none,ws,3.1223297119140625,0.0,FAILED,Latency test failed
1763,104.18.44.151,2087,tls,ws,3.1228065490722656,0.0,FAILED,Latency test failed
1764,208.103.161.33,2053,none,tcp,3.1249523162841797,0.0,FAILED,Latency test failed
1765,45.130.125.194,8443,tls,xhttp,3.1280517578125,0.0,FAILED,Latency test failed
1766,216.24.57.7,443,tls,ws,3.1332969665527344,0.0,FAILED,Latency test failed
1767,104.18.13.149,2096,tls,ws,3.1342506408691406,0.0,FAILED,Latency test failed
1768,188.114.97.6,443,tls,ws,3.1359195709228516,0.0,FAILED,Latency test failed
1769,45.130.125.160,2053,tls,ws,3.139019012451172,0.0,FAILED,Latency test failed
1770,172.67.163.209,443,none,ws,3.140687942504883,0.0,FAILED,Latency test failed
1771,45.130.125.192,8443,tls,xhttp,3.1447410583496094,0.0,FAILED,Latency test failed
1772,151.101.108.223,443,tls,ws,3.1464099884033203,0.0,FAILED,Latency test failed
1773,45.130.125.193,8443,tls,xhttp,3.1480789184570312,0.0,FAILED,Latency test failed
1774,104.18.4.130,8443,tls,ws,3.149747848510742,0.0,FAILED,Latency test failed
1775,188.114.97.6,2087,tls,xhttp,3.1502246856689453,0.0,FAILED,Latency test failed
1776,8.6.112.224,443,tls,ws,3.1516551971435547,0.0,FAILED,Latency test failed
1777,172.67.78.170,2053,tls,ws,3.152608871459961,0.0,FAILED,Latency test failed
1778,188.114.96.3,443,none,tcp,3.1659603118896484,0.0,FAILED,Latency test failed
1779,172.67.160.192,8880,none,httpupgrade,3.166675567626953,0.0,FAILED,Latency test failed
1780,172.67.141.220,80,none,ws,3.168821334838867,0.0,FAILED,Latency test failed
1781,104.24.218.41,443,tls,xhttp,3.1740665435791016,0.0,FAILED,Latency test failed
1782,45.130.125.194,8443,tls,xhttp,3.179311752319336,0.0,FAILED,Latency test failed
1783,198.41.223.91,2096,tls,ws,3.181934356689453,0.0,FAILED,Latency test failed
1784,172.64.152.23,443,tls,ws,3.1862258911132812,0.0,FAILED,Latency test failed
1785,104.16.75.127,2095,none,ws,3.1871795654296875,0.0,FAILED,Latency test failed
1786,45.130.125.192,8443,tls,xhttp,3.1893253326416016,0.0,FAILED,Latency test failed
1787,104.20.6.134,2096,tls,ws,3.190279006958008,0.0,FAILED,Latency test failed
1788,172.67.199.19,2086,none,tcp,3.19671630859375,0.0,FAILED,Latency test failed
1789,104.16.75.210,443,tls,ws,3.220081329345703,0.0,FAILED,Latency test failed
1790,104.24.168.54,443,tls,xhttp,3.2262802124023438,0.0,FAILED,Latency test failed
1791,23.227.60.12,2096,none,ws,3.2265186309814453,0.0,FAILED,Latency test failed
1792,104.18.13.149,8443,tls,ws,3.238201141357422,0.0,FAILED,Latency test failed
1793,104.18.43.112,443,tls,xhttp,3.2401084899902344,0.0,FAILED,Latency test failed
1794,192.200.160.20,443,tls,ws,3.240823745727539,0.0,FAILED,Latency test failed
1795,45.130.125.193,8443,tls,xhttp,3.2422542572021484,0.0,FAILED,Latency test failed
1796,172.64.153.235,8443,tls,ws,3.247976303100586,0.0,FAILED,Latency test failed
1797,104.21.12.150,8443,none,tcp,3.253459930419922,0.0,FAILED,Latency test failed
1798,104.16.254.89,443,tls,ws,3.2575130462646484,0.0,FAILED,Latency test failed
1799,45.130.125.96,443,tls,ws,3.259420394897461,0.0,FAILED,Latency test failed
1800,104.21.11.130,443,tls,ws,3.2656192779541016,0.0,FAILED,Latency test failed
1801,104.24.17.48,2052,none,ws,3.278493881225586,0.0,FAILED,Latency test failed
1802,188.114.97.6,443,tls,ws,3.284454345703125,0.0,FAILED,Latency test failed
1803,162.159.153.79,2083,tls,ws,3.3044815063476562,0.0,FAILED,Latency test failed
1804,188.114.97.6,443,tls,xhttp,3.304719924926758,0.0,FAILED,Latency test failed
1805,188.114.97.6,443,tls,ws,3.31878662109375,0.0,FAILED,Latency test failed
1806,104.18.4.130,443,tls,xhttp,3.347635269165039,0.0,FAILED,Latency test failed
1807,45.130.125.96,443,tls,ws,3.369569778442383,0.0,FAILED,Latency test failed
1808,188.114.97.6,443,tls,ws,3.369569778442383,0.0,FAILED,Latency test failed
1809,104.19.64.105,8443,tls,ws,3.3829212188720703,0.0,FAILED,Latency test failed
1810,45.130.125.158,443,tls,xhttp,3.3838748931884766,0.0,FAILED,Latency test failed
1811,172.66.47.69,2086,none,httpupgrade,3.3845901489257812,0.0,FAILED,Latency test failed
1812,199.232.78.159,443,tls,ws,3.385305404663086,0.0,FAILED,Latency test failed
1813,66.235.200.30,8880,none,ws,3.3903121948242188,0.0,FAILED,Latency test failed
1814,154.197.75.50,8880,none,ws,3.3922195434570312,0.0,FAILED,Latency test failed
1815,104.18.13.149,8443,tls,ws,3.4024715423583984,0.0,FAILED,Latency test failed
1816,188.114.97.6,443,tls,xhttp,3.414630889892578,0.0,FAILED,Latency test failed
1817,188.114.97.6,8443,tls,ws,3.4148693084716797,0.0,FAILED,Latency test failed
1818,104.18.32.47,8443,tls,ws,3.4253597259521484,0.0,FAILED,Latency test failed
1819,104.17.147.22,80,none,httpupgrade,3.428220748901367,0.0,FAILED,Latency test failed
1820,188.114.97.6,443,tls,ws,3.4508705139160156,0.0,FAILED,Latency test failed
1821,104.18.31.168,443,tls,ws,3.4711360931396484,0.0,FAILED,Latency test failed
1822,45.130.125.193,8443,tls,xhttp,3.5054683685302734,0.0,FAILED,Latency test failed
