Rank,Host,Port,TLS,Transport,Latency Avg,Speed Mbps,Status,Error
882,45.130.125.194,8443,tls,xhttp,1.7771720886230469,0.0,FAILED,Latency test failed
883,104.21.80.1,80,none,ws,1.7795562744140625,0.0,FAILED,Latency test failed
884,167.82.101.213,443,tls,xhttp,1.7807483673095703,0.0,FAILED,Latency test failed
885,89.116.46.8,443,tls,ws,1.7828941345214844,0.0,FAILED,Latency test failed
886,151.101.108.223,443,tls,ws,1.7871856689453125,0.0,FAILED,Latency test failed
887,104.21.48.147,80,none,ws,1.789093017578125,0.0,FAILED,Latency test failed
888,172.67.180.92,443,tls,ws,1.7957687377929688,0.0,FAILED,Latency test failed
889,172.64.152.33,2096,tls,ws,1.7991065979003906,0.0,FAILED,Latency test failed
890,151.101.3.8,80,none,xhttp,1.802206039428711,0.0,FAILED,Latency test failed
891,45.130.125.194,8443,tls,xhttp,1.8053054809570312,0.0,FAILED,Latency test failed
892,45.130.125.194,8443,tls,xhttp,1.8067359924316406,0.0,FAILED,Latency test failed
893,104.31.16.65,2096,none,tcp,1.8110275268554688,0.0,FAILED,Latency test failed
894,45.130.125.194,8443,tls,xhttp,1.8115043640136719,0.0,FAILED,Latency test failed
895,199.232.78.160,443,tls,ws,1.814126968383789,0.0,FAILED,Latency test failed
896,151.101.65.57,80,none,xhttp,1.814126968383789,0.0,FAILED,Latency test failed
897,198.62.62.15,443,tls,ws,1.8148422241210938,0.0,FAILED,Latency test failed
898,8.35.211.138,2096,tls,ws,1.8157958984375,0.0,FAILED,Latency test failed
899,188.114.99.99,2096,none,grpc,1.8169879913330078,0.0,FAILED,Latency test failed
900,151.101.194.219,443,tls,tcp,1.8198490142822266,0.0,FAILED,Latency test failed
901,172.64.152.23,2095,none,httpupgrade,1.8208026885986328,0.0,FAILED,Latency test failed
902,151.101.129.164,80,none,xhttp,1.8229484558105469,0.0,FAILED,Latency test failed
903,45.130.125.194,8443,tls,xhttp,1.8239021301269531,0.0,FAILED,Latency test failed
904,104.18.13.149,2053,tls,ws,1.8243789672851562,0.0,FAILED,Latency test failed
905,104.18.12.149,443,tls,ws,1.8246173858642578,0.0,FAILED,Latency test failed
906,104.17.190.146,2096,tls,ws,1.8308162689208984,0.0,FAILED,Latency test failed
907,199.232.78.159,443,tls,ws,1.8334388732910156,0.0,FAILED,Latency test failed
908,151.101.109.223,443,tls,xhttp,1.834869384765625,0.0,FAILED,Latency test failed
909,199.232.78.159,443,tls,ws,1.8458366394042969,0.0,FAILED,Latency test failed
910,69.84.182.20,443,tls,ws,1.8458366394042969,0.0,FAILED,Latency test failed
911,151.101.108.223,443,tls,ws,1.8477439880371094,0.0,FAILED,Latency test failed
912,45.130.125.0,443,tls,ws,1.8510818481445312,0.0,FAILED,Latency test failed
913,199.232.78.159,443,tls,ws,1.852273941040039,0.0,FAILED,Latency test failed
914,104.16.121.147,2096,tls,ws,1.8548965454101562,0.0,FAILED,Latency test failed
915,104.24.166.225,443,tls,xhttp,1.8553733825683594,0.0,FAILED,Latency test failed
916,104.18.117.159,443,tls,ws,1.8606185913085938,0.0,FAILED,Latency test failed
917,151.101.129.57,80,none,xhttp,1.8622875213623047,0.0,FAILED,Latency test failed
918,45.130.125.194,8443,tls,xhttp,1.8644332885742188,0.0,FAILED,Latency test failed
919,172.67.183.26,443,none,tcp,1.865386962890625,0.0,FAILED,Latency test failed
920,45.130.125.194,8443,tls,xhttp,1.8656253814697266,0.0,FAILED,Latency test failed
921,172.67.159.58,80,none,ws,1.86920166015625,0.0,FAILED,Latency test failed
922,199.232.78.160,443,tls,ws,1.8715858459472656,0.0,FAILED,Latency test failed
923,141.101.115.71,443,tls,ws,1.8723011016845703,0.0,FAILED,Latency test failed
924,172.67.74.10,443,tls,ws,1.875162124633789,0.0,FAILED,Latency test failed
925,151.101.193.57,80,none,xhttp,1.8763542175292969,0.0,FAILED,Latency test failed
926,151.101.193.57,80,none,tcp,1.8763542175292969,0.0,FAILED,Latency test failed
927,151.101.109.223,443,tls,xhttp,1.8811225891113281,0.0,FAILED,Latency test failed
928,188.114.97.6,443,tls,ws,1.8820762634277344,0.0,FAILED,Latency test failed
929,151.101.108.223,443,tls,ws,1.8830299377441406,0.0,FAILED,Latency test failed
930,151.101.108.223,443,tls,ws,1.8849372863769531,0.0,FAILED,Latency test failed
931,188.114.97.6,443,tls,xhttp,1.886606216430664,0.0,FAILED,Latency test failed
932,172.64.149.54,443,tls,xhttp,1.8889904022216797,0.0,FAILED,Latency test failed
933,192.200.160.20,443,tls,ws,1.8897056579589844,0.0,FAILED,Latency test failed
934,199.232.78.159,443,tls,ws,1.890420913696289,0.0,FAILED,Latency test failed
935,104.16.11.133,80,none,httpupgrade,1.8916130065917969,0.0,FAILED,Latency test failed
936,45.80.108.128,443,tls,grpc,1.8944740295410156,0.0,FAILED,Latency test failed
937,199.232.78.160,443,tls,ws,1.8961429595947266,0.0,FAILED,Latency test failed
938,151.101.109.223,443,tls,xhttp,1.8961429595947266,0.0,FAILED,Latency test failed
939,45.130.125.194,8443,tls,xhttp,1.8963813781738281,0.0,FAILED,Latency test failed
940,104.20.1.252,443,tls,ws,1.8994808197021484,0.0,FAILED,Latency test failed
941,208.103.161.110,443,tls,ws,1.8999576568603516,0.0,FAILED,Latency test failed
942,172.67.139.85,80,none,ws,1.9001960754394531,0.0,FAILED,Latency test failed
943,104.16.60.79,2052,none,tcp,1.9009113311767578,0.0,FAILED,Latency test failed
944,151.101.129.57,80,none,xhttp,1.9025802612304688,0.0,FAILED,Latency test failed
945,104.17.17.136,8443,tls,ws,1.9030570983886719,0.0,FAILED,Latency test failed
946,45.130.125.218,8443,tls,xhttp,1.9032955169677734,0.0,FAILED,Latency test failed
947,172.67.139.85,443,tls,ws,1.9061565399169922,0.0,FAILED,Latency test failed
948,104.17.148.22,2096,tls,ws,1.9063949584960938,0.0,FAILED,Latency test failed
949,199.232.78.160,443,tls,ws,1.9080638885498047,0.0,FAILED,Latency test failed
950,199.232.78.159,443,tls,ws,1.9099712371826172,0.0,FAILED,Latency test failed
951,199.232.78.160,443,tls,ws,1.9104480743408203,0.0,FAILED,Latency test failed
952,104.24.132.66,80,none,ws,1.9159317016601562,0.0,FAILED,Latency test failed
953,199.232.78.159,443,tls,ws,1.9235610961914062,0.0,FAILED,Latency test failed
954,199.232.78.159,443,tls,ws,1.9245147705078125,0.0,FAILED,Latency test failed
955,89.116.46.8,443,tls,ws,1.926422119140625,0.0,FAILED,Latency test failed
956,188.114.96.6,443,tls,ws,1.9292831420898438,0.0,FAILED,Latency test failed
957,140.248.187.74,80,none,ws,1.9304752349853516,0.0,FAILED,Latency test failed
958,108.165.216.191,8443,tls,xhttp,1.9309520721435547,0.0,FAILED,Latency test failed
959,202.37.33.80,443,tls,ws,1.934051513671875,0.0,FAILED,Latency test failed
960,45.130.125.69,2096,none,tcp,1.9347667694091797,0.0,FAILED,Latency test failed
961,199.36.158.10,80,none,xhttp,1.9350051879882812,0.0,FAILED,Latency test failed
962,188.114.98.0,443,tls,ws,1.9364356994628906,0.0,FAILED,Latency test failed
963,104.20.6.134,2096,tls,ws,1.9366741180419922,0.0,FAILED,Latency test failed
964,188.114.96.3,443,none,ws,1.9371509552001953,0.0,FAILED,Latency test failed
965,104.19.64.105,8443,tls,ws,1.939535140991211,0.0,FAILED,Latency test failed
966,151.101.108.223,443,tls,ws,1.9407272338867188,0.0,FAILED,Latency test failed
967,188.114.98.0,443,none,tcp,1.941680908203125,0.0,FAILED,Latency test failed
968,151.101.193.57,80,none,xhttp,1.9435882568359375,0.0,FAILED,Latency test failed
969,45.130.125.194,8443,tls,xhttp,1.9445419311523438,0.0,FAILED,Latency test failed
970,188.114.96.6,443,tls,ws,1.94549560546875,0.0,FAILED,Latency test failed
971,140.248.187.74,80,none,ws,1.9457340240478516,0.0,FAILED,Latency test failed
972,45.130.125.194,8443,tls,xhttp,1.9462108612060547,0.0,FAILED,Latency test failed
973,45.130.125.194,8443,tls,xhttp,1.9464492797851562,0.0,FAILED,Latency test failed
974,151.101.129.164,80,none,xhttp,1.9466876983642578,0.0,FAILED,Latency test failed
975,199.232.78.159,443,tls,ws,1.947641372680664,0.0,FAILED,Latency test failed
976,45.130.125.194,8443,tls,xhttp,1.9488334655761719,0.0,FAILED,Latency test failed
977,45.130.125.194,8443,tls,xhttp,1.9505023956298828,0.0,FAILED,Latency test failed
978,104.18.117.159,443,tls,ws,1.9505023956298828,0.0,FAILED,Latency test failed
979,45.130.125.194,8443,tls,xhttp,1.950979232788086,0.0,FAILED,Latency test failed
980,188.114.97.6,443,tls,ws,1.9516944885253906,0.0,FAILED,Latency test failed
981,217.163.76.118,2083,tls,ws,1.9521713256835938,0.0,FAILED,Latency test failed
982,188.114.97.3,443,tls,ws,1.9526481628417969,0.0,FAILED,Latency test failed
983,45.130.125.194,8443,none,tcp,1.9526481628417969,0.0,FAILED,Latency test failed
984,188.114.97.6,443,tls,ws,1.956939697265625,0.0,FAILED,Latency test failed
985,45.130.125.194,8443,tls,xhttp,1.9578933715820312,0.0,FAILED,Latency test failed
986,45.130.125.194,8443,tls,xhttp,1.9583702087402344,0.0,FAILED,Latency test failed
987,172.64.152.33,2096,tls,ws,1.9617080688476562,0.0,FAILED,Latency test failed
988,199.232.197.131,80,none,ws,1.962423324584961,0.0,FAILED,Latency test failed
989,104.26.6.159,2086,none,httpupgrade,1.9640922546386719,0.0,FAILED,Latency test failed
990,104.18.151.111,443,tls,xhttp,1.966238021850586,0.0,FAILED,Latency test failed
991,199.232.78.160,443,tls,ws,1.9669532775878906,0.0,FAILED,Latency test failed
992,172.67.152.183,80,none,ws,1.9693374633789062,0.0,FAILED,Latency test failed
993,104.17.121.71,443,tls,xhttp,1.9702911376953125,0.0,FAILED,Latency test failed
994,104.27.206.92,443,tls,ws,1.9712448120117188,0.0,FAILED,Latency test failed
995,198.169.1.129,443,tls,xhttp,1.9714832305908203,0.0,FAILED,Latency test failed
996,199.232.78.159,443,tls,ws,1.9724369049072266,0.0,FAILED,Latency test failed
997,104.24.166.225,443,tls,xhttp,1.9731521606445312,0.0,FAILED,Latency test failed
998,45.130.125.194,8443,tls,xhttp,1.9793510437011719,0.0,FAILED,Latency test failed
999,188.114.97.3,443,tls,tcp,1.9805431365966797,0.0,FAILED,Latency test failed
1000,104.18.152.250,443,tls,ws,1.9829273223876953,0.0,FAILED,Latency test failed
1001,45.130.125.194,8443,tls,xhttp,1.9848346710205078,0.0,FAILED,Latency test failed
1002,45.130.125.162,8443,tls,xhttp,1.9862651824951172,0.0,FAILED,Latency test failed
1003,45.130.125.162,8443,tls,xhttp,1.9898414611816406,0.0,FAILED,Latency test failed
1004,172.65.111.43,22,none,tcp,1.9907951354980469,0.0,FAILED,Latency test failed
1005,172.64.153.105,443,tls,ws,1.9931793212890625,0.0,FAILED,Latency test failed
1006,173.245.59.191,8443,tls,ws,1.9941329956054688,0.0,FAILED,Latency test failed
1007,188.114.96.3,443,tls,ws,1.9946098327636719,0.0,FAILED,Latency test failed
1008,45.130.125.162,8443,tls,xhttp,1.9955635070800781,0.0,FAILED,Latency test failed
1009,199.232.78.158,443,tls,ws,1.9984245300292969,0.0,FAILED,Latency test failed
1010,104.18.155.17,443,tls,ws,2.0008087158203125,0.0,FAILED,Latency test failed
1011,45.130.125.158,443,tls,xhttp,2.001047134399414,0.0,FAILED,Latency test failed
1012,198.41.208.251,443,tls,ws,2.002716064453125,0.0,FAILED,Latency test failed
1013,45.130.125.194,8443,tls,xhttp,2.0034313201904297,0.0,FAILED,Latency test failed
1014,173.245.59.191,8443,tls,ws,2.0058155059814453,0.0,FAILED,Latency test failed
1015,151.101.65.57,80,none,xhttp,2.0067691802978516,0.0,FAILED,Latency test failed
1016,140.248.187.74,80,none,ws,2.007722854614258,0.0,FAILED,Latency test failed
1017,104.16.7.70,443,tls,xhttp,2.0079612731933594,0.0,FAILED,Latency test failed
1018,185.146.173.62,443,tls,ws,2.0084381103515625,0.0,FAILED,Latency test failed
1019,199.232.78.159,443,tls,ws,2.0122528076171875,0.0,FAILED,Latency test failed
1020,104.16.80.73,443,tls,xhttp,2.0134449005126953,0.0,FAILED,Latency test failed
1021,104.18.4.130,8443,tls,ws,2.015829086303711,0.0,FAILED,Latency test failed
1022,185.146.173.185,2095,none,tcp,2.0170211791992188,0.0,FAILED,Latency test failed
1023,188.114.97.6,443,tls,ws,2.017974853515625,0.0,FAILED,Latency test failed
1024,172.66.40.99,8880,none,httpupgrade,2.0182132720947266,0.0,FAILED,Latency test failed
1025,188.114.96.3,80,none,ws,2.019166946411133,0.0,FAILED,Latency test failed
1026,188.114.97.6,443,tls,ws,2.0215511322021484,0.0,FAILED,Latency test failed
1027,172.64.147.29,80,none,ws,2.0215511322021484,0.0,FAILED,Latency test failed
1028,104.16.0.0,443,none,tcp,2.0220279693603516,0.0,FAILED,Latency test failed
1029,104.18.202.232,443,tls,ws,2.0232200622558594,0.0,FAILED,Latency test failed
1030,104.16.7.70,443,tls,xhttp,2.025127410888672,0.0,FAILED,Latency test failed
1031,45.130.125.194,8443,tls,xhttp,2.0253658294677734,0.0,FAILED,Latency test failed
1032,45.130.125.193,8443,tls,xhttp,2.0258426666259766,0.0,FAILED,Latency test failed
1033,188.114.97.6,443,tls,ws,2.0265579223632812,0.0,FAILED,Latency test failed
1034,151.101.108.223,443,tls,ws,2.027273178100586,0.0,FAILED,Latency test failed
1035,167.82.101.213,443,tls,xhttp,2.027750015258789,0.0,FAILED,Latency test failed
1036,216.24.57.6,8443,tls,ws,2.0279884338378906,0.0,FAILED,Latency test failed
1037,45.130.125.69,443,tls,ws,2.028226852416992,0.0,FAILED,Latency test failed
1038,104.21.87.19,80,none,ws,2.0287036895751953,0.0,FAILED,Latency test failed
1039,104.21.62.144,443,none,xhttp,2.0301342010498047,0.0,FAILED,Latency test failed
1040,45.130.125.162,8443,tls,xhttp,2.0308494567871094,0.0,FAILED,Latency test failed
1041,188.114.97.6,443,tls,ws,2.031087875366211,0.0,FAILED,Latency test failed
1042,151.101.108.223,443,tls,ws,2.0318031311035156,0.0,FAILED,Latency test failed
1043,141.193.213.11,443,none,tcp,2.0322799682617188,0.0,FAILED,Latency test failed
1044,188.114.97.6,443,tls,ws,2.032756805419922,0.0,FAILED,Latency test failed
1045,172.64.152.33,2096,tls,ws,2.0360946655273438,0.0,FAILED,Latency test failed
1046,151.101.194.219,80,none,xhttp,2.0399093627929688,0.0,FAILED,Latency test failed
1047,172.67.139.85,443,tls,ws,2.040863037109375,0.0,FAILED,Latency test failed
1048,151.101.129.57,80,none,xhttp,2.042531967163086,0.0,FAILED,Latency test failed
1049,151.101.1.57,80,none,xhttp,2.0427703857421875,0.0,FAILED,Latency test failed
1050,199.232.78.159,443,tls,ws,2.043008804321289,0.0,FAILED,Latency test failed
1051,45.130.125.194,8443,tls,xhttp,2.0432472229003906,0.0,FAILED,Latency test failed
1052,199.232.78.159,443,tls,ws,2.044677734375,0.0,FAILED,Latency test failed
1053,172.67.180.92,443,tls,ws,2.045154571533203,0.0,FAILED,Latency test failed
1054,104.16.16.16,443,tls,ws,2.046346664428711,0.0,FAILED,Latency test failed
1055,198.41.202.5,443,none,tcp,2.046823501586914,0.0,FAILED,Latency test failed
1056,140.248.187.74,80,none,ws,2.049684524536133,0.0,FAILED,Latency test failed
1057,104.16.75.127,443,tls,ws,2.0520687103271484,0.0,FAILED,Latency test failed
1058,194.76.18.25,443,tls,ws,2.0520687103271484,0.0,FAILED,Latency test failed
1059,199.232.78.160,443,tls,ws,2.0558834075927734,0.0,FAILED,Latency test failed
1060,45.130.125.193,8443,tls,xhttp,2.0585060119628906,0.0,FAILED,Latency test failed
1061,199.232.197.131,80,none,tcp,2.0589828491210938,0.0,FAILED,Latency test failed
1062,188.114.97.6,443,tls,ws,2.0592212677001953,0.0,FAILED,Latency test failed
1063,104.18.152.250,443,tls,ws,2.0613670349121094,0.0,FAILED,Latency test failed
1064,91.193.58.112,2083,tls,ws,2.0613670349121094,0.0,FAILED,Latency test failed
1065,151.101.25.242,80,none,ws,2.0630359649658203,0.0,FAILED,Latency test failed
1066,151.101.108.223,443,tls,ws,2.0630359649658203,0.0,FAILED,Latency test failed
1067,104.18.32.47,443,tls,ws,2.0639896392822266,0.0,FAILED,Latency test failed
1068,190.93.245.94,443,tls,xhttp,2.068758010864258,0.0,FAILED,Latency test failed
1069,188.114.97.6,443,tls,ws,2.0694732666015625,0.0,FAILED,Latency test failed
1070,104.20.6.134,443,tls,ws,2.070188522338867,0.0,FAILED,Latency test failed
1071,66.81.247.155,443,tls,ws,2.070903778076172,0.0,FAILED,Latency test failed
1072,198.62.62.18,443,none,tcp,2.070903778076172,0.0,FAILED,Latency test failed
1073,199.232.78.159,443,tls,ws,2.074718475341797,0.0,FAILED,Latency test failed
1074,104.19.141.3,443,tls,ws,2.074718475341797,0.0,FAILED,Latency test failed
1075,188.114.97.6,443,tls,ws,2.0749568939208984,0.0,FAILED,Latency test failed
1076,188.95.12.110,8080,tls,grpc,2.0751953125,0.0,FAILED,Latency test failed
1077,45.130.125.158,443,tls,xhttp,2.0751953125,0.0,FAILED,Latency test failed
1078,151.101.108.223,443,tls,ws,2.079010009765625,0.0,FAILED,Latency test failed
1079,194.36.55.163,8443,tls,xhttp,2.0797252655029297,0.0,FAILED,Latency test failed
1080,172.64.149.54,443,tls,xhttp,2.080678939819336,0.0,FAILED,Latency test failed
1081,45.130.125.0,443,none,tcp,2.082347869873047,0.0,FAILED,Latency test failed
1082,45.130.125.162,8443,tls,xhttp,2.088785171508789,0.0,FAILED,Latency test failed
1083,104.26.6.0,8880,none,xhttp,2.088785171508789,0.0,FAILED,Latency test failed
1084,188.114.97.6,80,none,xhttp,2.0904541015625,0.0,FAILED,Latency test failed
1085,45.130.125.162,8443,tls,xhttp,2.090930938720703,0.0,FAILED,Latency test failed
1086,104.18.139.67,443,tls,xhttp,2.090930938720703,0.0,FAILED,Latency test failed
1087,198.41.208.220,80,none,httpupgrade,2.092599868774414,0.0,FAILED,Latency test failed
1088,104.20.6.134,443,tls,xhttp,2.099275588989258,0.0,FAILED,Latency test failed
1089,199.232.78.160,443,tls,ws,2.099752426147461,0.0,FAILED,Latency test failed
1090,45.130.125.160,2095,none,httpupgrade,2.101421356201172,0.0,FAILED,Latency test failed
1091,198.169.1.129,443,tls,xhttp,2.103090286254883,0.0,FAILED,Latency test failed
1092,199.232.78.159,443,tls,ws,2.1049976348876953,0.0,FAILED,Latency test failed
1093,45.131.4.173,8443,tls,xhttp,2.1131038665771484,0.0,FAILED,Latency test failed
1094,199.232.78.159,443,tls,ws,2.1140575408935547,0.0,FAILED,Latency test failed
1095,45.130.125.162,8443,tls,xhttp,2.1164417266845703,0.0,FAILED,Latency test failed
1096,104.16.119.47,443,tls,ws,2.1164417266845703,0.0,FAILED,Latency test failed
1097,8.35.211.56,2087,none,tcp,2.117156982421875,0.0,FAILED,Latency test failed
1098,45.130.125.194,8443,tls,xhttp,2.1178722381591797,0.0,FAILED,Latency test failed
1099,216.24.57.6,8443,tls,ws,2.1212100982666016,0.0,FAILED,Latency test failed
1100,173.245.59.61,443,tls,ws,2.1212100982666016,0.0,FAILED,Latency test failed
1101,45.131.6.203,443,tls,xhttp,2.121448516845703,0.0,FAILED,Latency test failed
1102,172.64.154.21,8880,none,ws,2.1266937255859375,0.0,FAILED,Latency test failed
1103,104.16.254.89,443,tls,ws,2.1283626556396484,0.0,FAILED,Latency test failed
1104,172.67.64.6,2083,tls,ws,2.1314620971679688,0.0,FAILED,Latency test failed
1105,104.16.53.11,8443,tls,tcp,2.1326541900634766,0.0,FAILED,Latency test failed
1106,45.130.125.194,8443,tls,xhttp,2.1359920501708984,0.0,FAILED,Latency test failed
1107,104.16.121.147,2096,tls,ws,2.1369457244873047,0.0,FAILED,Latency test failed
1108,45.130.125.158,443,tls,xhttp,2.1376609802246094,0.0,FAILED,Latency test failed
1109,162.159.152.2,80,none,ws,2.1381378173828125,0.0,FAILED,Latency test failed
1110,104.18.45.254,8443,tls,ws,2.138853073120117,0.0,FAILED,Latency test failed
1111,151.101.65.57,80,none,xhttp,2.1393299102783203,0.0,FAILED,Latency test failed
1112,172.67.175.86,443,tls,ws,2.1402835845947266,0.0,FAILED,Latency test failed
1113,185.146.173.58,8080,none,ws,2.140522003173828,0.0,FAILED,Latency test failed
1114,45.131.6.203,443,tls,xhttp,2.1407604217529297,0.0,FAILED,Latency test failed
1115,45.130.125.162,8443,tls,xhttp,2.142190933227539,0.0,FAILED,Latency test failed
1116,45.130.125.192,8443,tls,xhttp,2.1431446075439453,0.0,FAILED,Latency test failed
1117,172.64.155.209,8443,tls,ws,2.1431446075439453,0.0,FAILED,Latency test failed
1118,45.130.125.0,443,tls,ws,2.145051956176758,0.0,FAILED,Latency test failed
1119,45.130.125.76,2096,tls,grpc,2.151012420654297,0.0,FAILED,Latency test failed
1120,172.67.73.14,443,none,tcp,2.159595489501953,0.0,FAILED,Latency test failed
1121,188.114.97.6,443,tls,ws,2.1619796752929688,0.0,FAILED,Latency test failed
1122,45.130.125.194,8443,tls,xhttp,2.164125442504883,0.0,FAILED,Latency test failed
1123,156.243.83.167,443,none,tcp,2.166748046875,0.0,FAILED,Latency test failed
1124,104.16.190.41,443,none,tcp,2.1703243255615234,0.0,FAILED,Latency test failed
1125,185.18.250.252,443,tls,ws,2.1719932556152344,0.0,FAILED,Latency test failed
